[Info][OPS.OBF][Setup] Active Editor Platform: WindowsEditorPlatform
[Info][OPS.OBF][Setup] Active Build Platform: DefaultBuildPlatform
[Info][OPS.OBF][Setup] Load Project
[Debug][OPS.OBF][Setup] Load DataContainer
[Debug][OPS.OBF][Setup] Load Obfuscator Settings
[Debug][OPS.OBF][Setup] Load Pipeline Components
[Debug][OPS.OBF][Setup] Found Components (3):
  - Analyse Unity Animation Methods ()
  - Analyse Unity Event Component (Analyse Unity Components for UnityEvents. Skip the attached method names.)
  - Analyse MonoScript ()

[Debug][OPS.OBF][Setup] Load Pipeline
[Debug][OPS.OBF][Setup] Load Asset Cache
[Debug][OPS.OBF][Setup] Found Extensions (8):
  - .fbx
  - .dae
  - .3ds
  - .dxf
  - .obj
  - .skp
  - .anim
  - .prefab

[Info][OPS.OBF][OnPreBuild] Process component Analyse Unity Animation Methods
[Info][OPS.OBF][OnPreBuild] Process component Analyse Unity Event Component
[Info][OPS.OBF][OnPreBuild] Process component Analyse MonoScript
[Info][OPS.OBF][OnAnalyse_Assets] Process component Analyse Unity Animation Methods
[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Assets/02.Animations/PopAnimanim.anim (1):
  - AfterPop

[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Packages/com.unity.timeline/Editor/StyleSheets/res/HumanoidDefault.anim (0):

[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Assets/02.Animations/DevilAnim.anim (1):
  - WingSound

[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Assets/02.Animations/PetAnim.anim (0):

[Debug][OPS.OBF][OnAnalyse_Assets] Found methods in AnimationClip Assets/02.Animations/PlayerAnim.anim (0):

[Info][OPS.OBF][OnProcess_Assets] Process component Analyse Unity Animation Methods
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Iterate components in loaded build scene Assets/04.Scenes/MainScene.unity.
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Found 6 Root GameObjects in Scene Assets/04.Scenes/MainScene.unity
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Found 1523 Components in Scene Assets/04.Scenes/MainScene.unity
[Info][OPS.OBF][OnAnalyse_Component_Scenes] Process component Analyse Unity Event Component
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Map of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Map of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Walls of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Wall of type UnityEngine.Transform
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Wall of type UnityEngine.SpriteRenderer
[Debug][OPS.OBF][OnAnalyse_Component_Scenes] Find unity event methods in Wall of type UnityEngine.BoxCollider2D
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.CommonStatusCodes GooglePlayGames.BasicApi.CommonStatusCodes::AuthApiServerError] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.CommonStatusCodes GooglePlayGames.BasicApi.CommonStatusCodes::AuthApiServerError] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.CommonStatusCodes GooglePlayGames.BasicApi.CommonStatusCodes::AuthTokenError] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.CommonStatusCodes GooglePlayGames.BasicApi.CommonStatusCodes::AuthTokenError] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.CommonStatusCodes GooglePlayGames.BasicApi.CommonStatusCodes::AuthUrlResolution] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.CommonStatusCodes GooglePlayGames.BasicApi.CommonStatusCodes::AuthUrlResolution] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.DataSource::value__] Because of compatibility component: .Net Framework - Compatibility : Is the enums value__.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.DataSource::value__] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.DataSource::value__] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.DataSource GooglePlayGames.BasicApi.DataSource::ReadCacheOrNetwork] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.DataSource GooglePlayGames.BasicApi.DataSource::ReadCacheOrNetwork] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.DataSource GooglePlayGames.BasicApi.DataSource::ReadNetworkOnly] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.DataSource GooglePlayGames.BasicApi.DataSource::ReadNetworkOnly] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.ResponseStatus::value__] Because of compatibility component: .Net Framework - Compatibility : Is the enums value__.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.ResponseStatus::value__] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.ResponseStatus::value__] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::Success] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::Success] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::SuccessWithStale] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::SuccessWithStale] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::LicenseCheckFailed] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::LicenseCheckFailed] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::InternalError] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::InternalError] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::NotAuthorized] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::NotAuthorized] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::VersionUpdateRequired] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::VersionUpdateRequired] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::Timeout] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::Timeout] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::ResolutionRequired] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.ResponseStatus GooglePlayGames.BasicApi.ResponseStatus::ResolutionRequired] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.UIStatus::value__] Because of compatibility component: .Net Framework - Compatibility : Is the enums value__.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.UIStatus::value__] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.UIStatus::value__] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::Valid] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::Valid] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::InternalError] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::InternalError] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::NotAuthorized] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::NotAuthorized] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::VersionUpdateRequired] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::VersionUpdateRequired] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::Timeout] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::Timeout] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::UserClosedUI] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::UserClosedUI] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::UiBusy] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::UiBusy] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::NetworkError] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.UIStatus GooglePlayGames.BasicApi.UIStatus::NetworkError] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.LeaderboardStart::value__] Because of compatibility component: .Net Framework - Compatibility : Is the enums value__.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.LeaderboardStart::value__] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.LeaderboardStart::value__] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardStart GooglePlayGames.BasicApi.LeaderboardStart::TopScores] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardStart GooglePlayGames.BasicApi.LeaderboardStart::TopScores] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardStart GooglePlayGames.BasicApi.LeaderboardStart::PlayerCentered] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardStart GooglePlayGames.BasicApi.LeaderboardStart::PlayerCentered] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.LeaderboardTimeSpan::value__] Because of compatibility component: .Net Framework - Compatibility : Is the enums value__.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.LeaderboardTimeSpan::value__] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.LeaderboardTimeSpan::value__] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardTimeSpan GooglePlayGames.BasicApi.LeaderboardTimeSpan::Daily] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardTimeSpan GooglePlayGames.BasicApi.LeaderboardTimeSpan::Daily] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardTimeSpan GooglePlayGames.BasicApi.LeaderboardTimeSpan::Weekly] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardTimeSpan GooglePlayGames.BasicApi.LeaderboardTimeSpan::Weekly] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardTimeSpan GooglePlayGames.BasicApi.LeaderboardTimeSpan::AllTime] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardTimeSpan GooglePlayGames.BasicApi.LeaderboardTimeSpan::AllTime] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.LeaderboardCollection::value__] Because of compatibility component: .Net Framework - Compatibility : Is the enums value__.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.LeaderboardCollection::value__] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.LeaderboardCollection::value__] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardCollection GooglePlayGames.BasicApi.LeaderboardCollection::Public] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardCollection GooglePlayGames.BasicApi.LeaderboardCollection::Public] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardCollection GooglePlayGames.BasicApi.LeaderboardCollection::Social] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LeaderboardCollection GooglePlayGames.BasicApi.LeaderboardCollection::Social] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.FriendsListVisibilityStatus::value__] Because of compatibility component: .Net Framework - Compatibility : Is the enums value__.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.FriendsListVisibilityStatus::value__] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.FriendsListVisibilityStatus::value__] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.FriendsListVisibilityStatus GooglePlayGames.BasicApi.FriendsListVisibilityStatus::Unknown] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.FriendsListVisibilityStatus GooglePlayGames.BasicApi.FriendsListVisibilityStatus::Unknown] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.FriendsListVisibilityStatus GooglePlayGames.BasicApi.FriendsListVisibilityStatus::Visible] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.FriendsListVisibilityStatus GooglePlayGames.BasicApi.FriendsListVisibilityStatus::Visible] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.FriendsListVisibilityStatus GooglePlayGames.BasicApi.FriendsListVisibilityStatus::ResolutionRequired] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.FriendsListVisibilityStatus GooglePlayGames.BasicApi.FriendsListVisibilityStatus::ResolutionRequired] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.FriendsListVisibilityStatus GooglePlayGames.BasicApi.FriendsListVisibilityStatus::Unavailable] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.FriendsListVisibilityStatus GooglePlayGames.BasicApi.FriendsListVisibilityStatus::Unavailable] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.FriendsListVisibilityStatus GooglePlayGames.BasicApi.FriendsListVisibilityStatus::NetworkError] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.FriendsListVisibilityStatus GooglePlayGames.BasicApi.FriendsListVisibilityStatus::NetworkError] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.FriendsListVisibilityStatus GooglePlayGames.BasicApi.FriendsListVisibilityStatus::NotAuthorized] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.FriendsListVisibilityStatus GooglePlayGames.BasicApi.FriendsListVisibilityStatus::NotAuthorized] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.LoadFriendsStatus::value__] Because of compatibility component: .Net Framework - Compatibility : Is the enums value__.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.LoadFriendsStatus::value__] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] System.Int32 GooglePlayGames.BasicApi.LoadFriendsStatus::value__] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LoadFriendsStatus GooglePlayGames.BasicApi.LoadFriendsStatus::Unknown] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LoadFriendsStatus GooglePlayGames.BasicApi.LoadFriendsStatus::Unknown] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LoadFriendsStatus GooglePlayGames.BasicApi.LoadFriendsStatus::Completed] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LoadFriendsStatus GooglePlayGames.BasicApi.LoadFriendsStatus::Completed] Because of the 'Obfuscate enum values' setting.
[Info][OPS.OBF][OnAnalyse_Assemblies] Skip Field [[Assembly-CSharp] GooglePlayGames.BasicApi.LoadFriendsStatus GooglePlayGames.BasicApi.LoadFriendsStatus::LoadMore] Because of compatibility component: Unity - Compatibility : The field is serializable and the settings 'Obfuscate SerializeAble fields' got deactivated.
